genome	name1	name2	coverage_overlap	compared_bases_count	consensus_SNPs	population_SNPs	popANI	conANI	percent_compared
MAG08	SRS1992960.sorted.bam	SRS1993006.sorted.bam	0.9583518936361093	2553717	29551	2490	0.9990249506895243	0.9884282400908166	0.9307420556517138
MAG08	SRS1992962.sorted.bam	SRS1992964.sorted.bam	0.8940455238286104	2298038	61734	3306	0.9985613814915159	0.9731362144577244	0.8375558498008013
MAG08	SRS1992962.sorted.bam	SRS1992966.sorted.bam	0.6637687927160719	1607186	38743	2159	0.9986566582834843	0.9758938915595332	0.5857640456850368
MAG08	SRS1992962.sorted.bam	SRS1992991.sorted.bam	0.7385983822672857	1866800	48429	5402	0.9971062781229912	0.9740577458752946	0.6803844237598055
MAG08	SRS1992962.sorted.bam	SRS1992998.sorted.bam	0.8968595792659161	2364574	64505	7802	0.9967004627472009	0.9727202447459881	0.8618059344479421
MAG08	SRS1992962.sorted.bam	SRS1992999.sorted.bam	0.9129734793870082	2480022	65237	9598	0.9961298730414488	0.9736949914153987	0.9038827616143349
MAG08	SRS1992962.sorted.bam	SRS1993001.sorted.bam	0.9115858430480012	2474459	66678	3738	0.9984893667666347	0.9730535038163898	0.9018552393573305
MAG08	SRS1992962.sorted.bam	SRS1993004.sorted.bam	0.8869143453817068	2256668	64460	7033	0.9968834582667898	0.9714357628149112	0.8224779070051386
MAG08	SRS1992962.sorted.bam	SRS1993006.sorted.bam	0.9053814392103329	2403975	65712	6121	0.9974538004762945	0.9726652731413596	0.8761662444332432
MAG08	SRS1992964.sorted.bam	SRS1992966.sorted.bam	0.6988059047071741	1636073	9260	21	0.9999871643869191	0.9943401058510225	0.5962923641171932
MAG08	SRS1992964.sorted.bam	SRS1992991.sorted.bam	0.7165192331207791	1807378	38545	12070	0.9933218175721957	0.9786735259585986	0.658727147549898
MAG08	SRS1992964.sorted.bam	SRS1992998.sorted.bam	0.890579958584723	2312359	52875	17130	0.9925919807434745	0.9771337409113378	0.8427753619781444
MAG08	SRS1992964.sorted.bam	SRS1992999.sorted.bam	0.8939798841593319	2410456	54221	19775	0.9917961580713359	0.9775059158930924	0.8785283461315436
MAG08	SRS1992964.sorted.bam	SRS1993001.sorted.bam	0.8927687082967773	2405302	54713	9099	0.9962171070410285	0.9772531682092311	0.8766498903140709
MAG08	SRS1992964.sorted.bam	SRS1993004.sorted.bam	0.9179650973572986	2266599	43259	5961	0.9973700685476345	0.9809145773028224	0.8260974151004667
MAG08	SRS1992964.sorted.bam	SRS1993006.sorted.bam	0.891350621948756	2342157	53919	14859	0.9936558480067732	0.9769789130276066	0.8536357085922406
MAG08	SRS1992966.sorted.bam	SRS1992991.sorted.bam	0.6112031645609807	1337100	24465	7289	0.9945486500635704	0.9817029391967691	0.48732698361326116
MAG08	SRS1992966.sorted.bam	SRS1992998.sorted.bam	0.6580879347451475	1619863	30624	9227	0.9943038392752968	0.9810946975145429	0.5903843763792745
MAG08	SRS1992966.sorted.bam	SRS1992999.sorted.bam	0.6320471146078218	1637857	30630	11186	0.9931703439311247	0.9812987336501294	0.5969425707874243
MAG08	SRS1992966.sorted.bam	SRS1993001.sorted.bam	0.6327716729774288	1636731	31104	3352	0.9979520153281144	0.980996266338207	0.5965321824966843
MAG08	SRS1992966.sorted.bam	SRS1993004.sorted.bam	0.6966121153815981	1606467	27847	4885	0.9969591656722485	0.9826656881218226	0.5855019949025838
MAG08	SRS1992966.sorted.bam	SRS1993006.sorted.bam	0.6498161005595192	1622344	31313	7989	0.9950756436366147	0.9806989146568176	0.5912886155882675
MAG08	SRS1992991.sorted.bam	SRS1992998.sorted.bam	0.7672012698152212	1939677	21168	3529	0.9981806249184787	0.9890868428093956	0.706945584918121
MAG08	SRS1992991.sorted.bam	SRS1992999.sorted.bam	0.7449067440719693	1979831	19905	5103	0.9974225072746108	0.9899461115620475	0.7215803375170342
MAG08	SRS1992991.sorted.bam	SRS1993001.sorted.bam	0.7457853985164535	1979831	3780	0	1.0	0.9980907461293413	0.7215803375170342
MAG08	SRS1992991.sorted.bam	SRS1993004.sorted.bam	0.7130431717121208	1773571	40278	16223	0.9908529176446841	0.9772898857728278	0.6464056582558935
MAG08	SRS1992991.sorted.bam	SRS1993006.sorted.bam	0.758982941455729	1947945	21162	3073	0.9984224400586259	0.9891362435797725	0.7099589866835195
MAG08	SRS1992998.sorted.bam	SRS1992999.sorted.bam	0.9382850251718826	2541668	32102	11151	0.9956127236129975	0.9873697115437579	0.9263506093682973
MAG08	SRS1992998.sorted.bam	SRS1993001.sorted.bam	0.9398572369052544	2540955	30375	1955	0.9992306042413187	0.988045833161154	0.9260907453795781
MAG08	SRS1992998.sorted.bam	SRS1993004.sorted.bam	0.8730295026106226	2254904	54663	22126	0.9901876088738146	0.9757581697491334	0.821834989647354
MAG08	SRS1992998.sorted.bam	SRS1993006.sorted.bam	0.9602140725220647	2512581	30545	3637	0.9985524844771173	0.9878431779910777	0.9157493978116755
MAG08	SRS1992999.sorted.bam	SRS1993001.sorted.bam	0.9976437474872654	2735850	29199	642	0.9997653380119524	0.9893272657492187	0.997123272842974
MAG08	SRS1992999.sorted.bam	SRS1993004.sorted.bam	0.873736024222716	2350388	56205	25115	0.9893145301967164	0.9760869269244057	0.8566356251296131
MAG08	SRS1992999.sorted.bam	SRS1993006.sorted.bam	0.9536642751012617	2597962	32336	7939	0.996944143139892	0.9875533206413335	0.9468678371115662
MAG08	SRS1993001.sorted.bam	SRS1993004.sorted.bam	0.8741717061196915	2344955	56324	12774	0.9945525607101202	0.9759807757504941	0.8546554834035112
MAG08	SRS1993001.sorted.bam	SRS1993006.sorted.bam	0.9549026658154055	2596810	30466	1464	0.9994362313761884	0.988267913324425	0.9464479727146456
MAG08	SRS1993004.sorted.bam	SRS1993006.sorted.bam	0.8744340238013778	2281468	55348	19120	0.9916194309979364	0.9757401813218507	0.831516654438845
MAG09	SRS1992960.sorted.bam	SRS1992964.sorted.bam	0.821959582179839	1801867	28355	21825	0.9878875632885225	0.984263544423645	0.7417715734786797
MAG10	SRS1992960.sorted.bam	SRS1992964.sorted.bam	0.6417405677338669	1187236	18471	14950	0.9874077268546438	0.98444201489847	0.6043681993458646
MAG11	SRS1992960.sorted.bam	SRS1992964.sorted.bam	0.7573043037675007	1836811	43428	39163	0.9786788079992987	0.9763568489082437	0.7469170743212196
MAG11	SRS1992960.sorted.bam	SRS1992966.sorted.bam	0.914904978935791	2236644	42633	6955	0.9968904304842433	0.9809388530315956	0.9095043489929611
MAG11	SRS1992960.sorted.bam	SRS1992972.sorted.bam	0.6732745972499841	1631604	35355	32216	0.9802550128585122	0.9783311391734759	0.6634721188684078
MAG11	SRS1992960.sorted.bam	SRS1992978.sorted.bam	0.7140572516374375	1725779	41842	41421	0.9759986649507266	0.975754717145127	0.7017672485655846
MAG11	SRS1992960.sorted.bam	SRS1992990.sorted.bam	0.7326830152917891	1777331	45324	43452	0.9755521059386237	0.9744988412400392	0.7227302485777838
MAG11	SRS1992960.sorted.bam	SRS1992991.sorted.bam	0.8893110106694756	2167674	24441	8319	0.9961622457989532	0.9887247805712482	0.8814585290278506
MAG11	SRS1992960.sorted.bam	SRS1992995.sorted.bam	0.9628228578357511	2363411	16140	4303	0.9981793264057753	0.9931708873319114	0.9610526230181482
MAG11	SRS1992960.sorted.bam	SRS1992998.sorted.bam	0.9360699689922621	2297695	45377	6995	0.9969556446786889	0.9802510777104881	0.9343300029684571
MAG11	SRS1992960.sorted.bam	SRS1992999.sorted.bam	0.9468354869398846	2319629	16347	5188	0.9977634354459269	0.9929527523582435	0.9432491999398176
MAG11	SRS1992960.sorted.bam	SRS1993000.sorted.bam	0.7621976003283136	1854649	33930	15193	0.9918081534565301	0.9817054332113516	0.7541706822165022
MAG11	SRS1992960.sorted.bam	SRS1993001.sorted.bam	0.5500774283564911	1299768	27143	22291	0.9828500163106031	0.9791170424260329	0.5285350054286168
MAG11	SRS1992960.sorted.bam	SRS1993002.sorted.bam	0.8028531619005969	1950103	50386	35968	0.9815558460245433	0.974162390396815	0.7929859018619952
MAG11	SRS1992960.sorted.bam	SRS1993004.sorted.bam	0.6737063194554744	1620589	25318	7976	0.9950783326309138	0.984377285048831	0.6589930017607424
MAG11	SRS1992960.sorted.bam	SRS1993006.sorted.bam	0.9382021833494059	2303551	17891	7081	0.9969260502589263	0.9922332954642636	0.9367112748506622
MAG11	SRS1992960.sorted.bam	SRS1993062.sorted.bam	0.89160581790505	2182813	44257	8083	0.9962969800894533	0.9797247863193045	0.8876146210744188
MAG11	SRS1992960.sorted.bam	SRS1993106.sorted.bam	0.9100479632758522	2230286	41256	9808	0.995602357724525	0.9815019239684956	0.9069189448558265
MAG11	SRS1992960.sorted.bam	SRS1993108.sorted.bam	0.8201077068143808	1994387	46428	23661	0.988136204257248	0.9767206665506745	0.8109934571952554
MAG11	SRS1992960.sorted.bam	SRS1993122.sorted.bam	0.6731096767839077	1623747	35315	34657	0.9786561576403221	0.978250922095622	0.6602771644321911
MAG11	SRS1992960.sorted.bam	SRS1993132.sorted.bam	0.7623565508040024	1846261	41644	25390	0.9862478815292096	0.977444142512895	0.7507598030245731
MAG11	SRS1992960.sorted.bam	SRS1993150.sorted.bam	0.7191554691242846	1741688	38822	25543	0.9853343423161898	0.9777101294835815	0.7082364518398334
MAG11	SRS1992960.sorted.bam	SRS1993166.sorted.bam	0.7509879542861306	1826527	44221	31832	0.9825723901152296	0.9757895722318914	0.7427352095608717
MAG11	SRS1992960.sorted.bam	SRS1993172.sorted.bam	0.8537570950890475	2091590	41662	9739	0.9953437337145425	0.9800811822584732	0.8505198866293373
MAG11	SRS1992964.sorted.bam	SRS1992966.sorted.bam	0.8167606396666055	1821927	49024	7505	0.9958807350678704	0.9730922259783186	0.7408646749539483
MAG11	SRS1992964.sorted.bam	SRS1992972.sorted.bam	0.6980594761973522	1412746	39462	33588	0.9762250255884639	0.9720671656476111	0.574476148650572
MAG11	SRS1992964.sorted.bam	SRS1992978.sorted.bam	0.7272158002158312	1486384	45268	41929	0.9717912733183349	0.9695448820762333	0.6044201546037516
MAG11	SRS1992964.sorted.bam	SRS1992990.sorted.bam	0.7360635557002384	1521560	47658	43316	0.9715318488919267	0.9686781986908173	0.6187240514153034
MAG11	SRS1992964.sorted.bam	SRS1992991.sorted.bam	0.7960876174221052	1765590	44078	24679	0.9860222361930007	0.9750349741446203	0.7179559123125907
MAG11	SRS1992964.sorted.bam	SRS1992995.sorted.bam	0.7771785426010399	1824419	42460	21827	0.9880361912477342	0.9767268374205706	0.7418780167453511
MAG11	SRS1992964.sorted.bam	SRS1992998.sorted.bam	0.796561331505935	1819987	51291	14669	0.991940052319055	0.9718179305676359	0.7400757973153762
MAG11	SRS1992964.sorted.bam	SRS1992999.sorted.bam	0.7681554679307167	1795581	42055	21859	0.9878262244922396	0.9765786116025955	0.7301513913117734
MAG11	SRS1992964.sorted.bam	SRS1993000.sorted.bam	0.7914536144108518	1619822	30004	5979	0.9963088536888621	0.981476977099953	0.6586811104469358
MAG11	SRS1992964.sorted.bam	SRS1993001.sorted.bam	0.6575722628296019	1221108	10297	4130	0.9966178257779	0.9915674944394762	0.49654886365022627
MAG11	SRS1992964.sorted.bam	SRS1993002.sorted.bam	0.7456189242804053	1609741	51865	37422	0.9767527819692733	0.9677805311537695	0.6545817931920673
MAG11	SRS1992964.sorted.bam	SRS1993004.sorted.bam	0.7010764602442535	1410528	21855	6698	0.9952514235803898	0.9845058020826244	0.5735742256596684
MAG11	SRS1992964.sorted.bam	SRS1993006.sorted.bam	0.7791137938434688	1800042	43193	28250	0.9843059217507147	0.9760044487850839	0.7319654032425311
MAG11	SRS1992964.sorted.bam	SRS1993062.sorted.bam	0.776788091002059	1747890	51093	21637	0.9876210745527465	0.970768755470882	0.7107584204555158
MAG11	SRS1992964.sorted.bam	SRS1993106.sorted.bam	0.7714433480484564	1761243	48826	21296	0.9879085395939118	0.9722775335373938	0.7161882571090481
MAG11	SRS1992964.sorted.bam	SRS1993108.sorted.bam	0.7502659228863813	1631158	49424	27746	0.9829899985163915	0.969700053581566	0.6632907583391279
MAG11	SRS1992964.sorted.bam	SRS1993122.sorted.bam	0.681414107104132	1389818	39215	36069	0.9740476810632759	0.9717840753249706	0.5651527535489328
MAG11	SRS1992964.sorted.bam	SRS1993132.sorted.bam	0.7136835800884058	1522473	45064	29557	0.9805861910194795	0.9704007887167786	0.6190953118709819
MAG11	SRS1992964.sorted.bam	SRS1993150.sorted.bam	0.7140676458436901	1480138	43336	29569	0.9800228086840551	0.9707216489273297	0.6018802939179161
MAG11	SRS1992964.sorted.bam	SRS1993166.sorted.bam	0.7275903649425657	1534209	47654	34419	0.9775656380584392	0.9689390428553085	0.6238676149463848
MAG11	SRS1992964.sorted.bam	SRS1993172.sorted.bam	0.7482492475119871	1672123	46840	20935	0.9874799880152357	0.9719877066459823	0.679948682289697
MAG11	SRS1992966.sorted.bam	SRS1992972.sorted.bam	0.7253997666189801	1612592	17920	3802	0.9976423050591843	0.9888874557234564	0.6557411180104018
MAG11	SRS1992966.sorted.bam	SRS1992978.sorted.bam	0.7825853800030715	1723626	20166	5546	0.9967823646197029	0.9883002461090747	0.7008917570419528
MAG11	SRS1992966.sorted.bam	SRS1992990.sorted.bam	0.782484145336744	1747383	23060	6178	0.9964644270889668	0.9868031221546736	0.7105522550107962
MAG11	SRS1992966.sorted.bam	SRS1992991.sorted.bam	0.9666010633146142	2161757	21617	15	0.9999930611997556	0.9900002636744093	0.8790524522302059
MAG11	SRS1992966.sorted.bam	SRS1992995.sorted.bam	0.9349797440156135	2217222	40856	1116	0.9994966674514325	0.9815733381682122	0.9016066265721641
MAG11	SRS1992966.sorted.bam	SRS1992998.sorted.bam	0.9502633006782658	2204257	23827	908	0.9995880698121862	0.9891904619107481	0.8963345654463462
MAG11	SRS1992966.sorted.bam	SRS1992999.sorted.bam	0.9254154930258522	2184049	41155	1101	0.9994958904310297	0.9811565583006608	0.88811722559054
MAG11	SRS1992966.sorted.bam	SRS1993000.sorted.bam	0.8251428952837568	1841843	26577	807	0.9995618519059442	0.9855704313559842	0.7489632765260106
MAG11	SRS1992966.sorted.bam	SRS1993001.sorted.bam	0.5847727529701385	1276661	32617	4837	0.9962112103369649	0.9744513226298915	0.5191388221324907
MAG11	SRS1992966.sorted.bam	SRS1993002.sorted.bam	0.8505167643483521	1913330	25957	3901	0.997961146273774	0.9864336000585366	0.7780326042314746
MAG11	SRS1992966.sorted.bam	SRS1993004.sorted.bam	0.6970491598306707	1565158	36776	1864	0.9988090659217791	0.9765033306541576	0.6364526531093572
MAG11	SRS1992966.sorted.bam	SRS1993006.sorted.bam	0.9127718092643825	2162535	43082	2046	0.9990538881451629	0.9800780102980993	0.8793688165615507
MAG11	SRS1992966.sorted.bam	SRS1993062.sorted.bam	0.9310049407003641	2126260	24077	912	0.999571077855013	0.98867636131047	0.8646180246341275
MAG11	SRS1992966.sorted.bam	SRS1993106.sorted.bam	0.923278104671173	2139646	23828	1953	0.9990872321870067	0.9888635783676365	0.8700612803402746
MAG11	SRS1992966.sorted.bam	SRS1993108.sorted.bam	0.8704264076015054	1960415	23617	1506	0.9992317953086464	0.9879530609590317	0.7971791524851679
MAG11	SRS1992966.sorted.bam	SRS1993122.sorted.bam	0.7324879617605135	1616830	10605	2570	0.9984104698700543	0.9934408688606718	0.6574644496765195
MAG11	SRS1992966.sorted.bam	SRS1993132.sorted.bam	0.8064669468427716	1807377	20058	1121	0.9993797641554585	0.9889021493578816	0.7349480926646579
MAG11	SRS1992966.sorted.bam	SRS1993150.sorted.bam	0.7862316888512478	1736982	17620	944	0.999456528622634	0.989855968570774	0.7063228136093592
MAG11	SRS1992966.sorted.bam	SRS1993166.sorted.bam	0.8099367414404453	1806145	22063	2496	0.9986180511531466	0.9877844802050777	0.7344471147003688
MAG11	SRS1992966.sorted.bam	SRS1993172.sorted.bam	0.8826714096983103	2022926	19662	542	0.9997320712670656	0.9902804155960228	0.822598497879383
MAG11	SRS1992972.sorted.bam	SRS1992978.sorted.bam	0.8715759235188942	1560532	16009	12487	0.9919982416252919	0.9897413189860894	0.634571545915525
MAG11	SRS1992972.sorted.bam	SRS1992990.sorted.bam	0.8676872303723117	1582048	16517	12687	0.9919806478690912	0.9895597352292724	0.6433207682204303
MAG11	SRS1992972.sorted.bam	SRS1992991.sorted.bam	0.7369671481848897	1603619	26344	6366	0.9960302291254968	0.9835721577257441	0.652092355613027
MAG11	SRS1992972.sorted.bam	SRS1992995.sorted.bam	0.6993655361629231	1628323	34153	6359	0.9960947551560716	0.9790256601423674	0.6621379397281218
MAG11	SRS1992972.sorted.bam	SRS1992998.sorted.bam	0.7180006102927596	1627559	17057	4326	0.9973420318403203	0.9895198883727103	0.6618272683281894
MAG11	SRS1992972.sorted.bam	SRS1992999.sorted.bam	0.7074231626710804	1626612	34645	6466	0.9960248664094449	0.9787011284805472	0.661442182181938
MAG11	SRS1992972.sorted.bam	SRS1993000.sorted.bam	0.7945362203678998	1539576	21417	5562	0.9963873170275452	0.9860890271087625	0.6260500408671148
MAG11	SRS1992972.sorted.bam	SRS1993001.sorted.bam	0.5560672619940304	1031618	26925	21092	0.9795544474795903	0.9739002227568732	0.41949503698372226
MAG11	SRS1992972.sorted.bam	SRS1993002.sorted.bam	0.8051858195111643	1594171	17538	8505	0.994664938704819	0.9889986707824945	0.6482504401855895
MAG11	SRS1992972.sorted.bam	SRS1993004.sorted.bam	0.5973224691346387	1202081	30454	15899	0.9867737698208358	0.974665600737388	0.4888117632228498
MAG11	SRS1992972.sorted.bam	SRS1993006.sorted.bam	0.709120324779662	1620324	36391	17751	0.9890447836358655	0.9775409115707723	0.6588852427018652
MAG11	SRS1992972.sorted.bam	SRS1993062.sorted.bam	0.7531397704866424	1630378	17619	2325	0.9985739503354437	0.9891933036387881	0.662973580731867
MAG11	SRS1992972.sorted.bam	SRS1993106.sorted.bam	0.7230819402931072	1610596	18448	5820	0.9963864308616189	0.9885458550747673	0.6549294686461803
MAG11	SRS1992972.sorted.bam	SRS1993108.sorted.bam	0.8005748080690573	1607206	17395	4553	0.9971671335223985	0.9891768696732093	0.6535509659684693
MAG11	SRS1992972.sorted.bam	SRS1993122.sorted.bam	0.8606956711505721	1502612	15125	11763	0.9921716317984949	0.9899341945891554	0.611019075386611
MAG11	SRS1992972.sorted.bam	SRS1993132.sorted.bam	0.8504660286264187	1593715	16275	4419	0.997227233225514	0.9897880110308305	0.6480650132767294
MAG11	SRS1992972.sorted.bam	SRS1993150.sorted.bam	0.8694207714321742	1566726	15925	4440	0.9971660647745682	0.9898354913367111	0.6370902614275432
MAG11	SRS1992972.sorted.bam	SRS1993166.sorted.bam	0.8474280909822033	1583720	17579	6863	0.9956665319627207	0.9889001843760261	0.6440006668862511
MAG11	SRS1992972.sorted.bam	SRS1993172.sorted.bam	0.7702980336704303	1612079	15333	2670	0.9983437536249774	0.9904886795250109	0.655532512737934
MAG11	SRS1992978.sorted.bam	SRS1992990.sorted.bam	0.9108571233665798	1666944	18367	17810	0.989315777854565	0.9889816334561929	0.6778427043050761
MAG11	SRS1992978.sorted.bam	SRS1992991.sorted.bam	0.7951596843306594	1714067	31773	9419	0.9945048822478935	0.9814633850368742	0.6970047048011744
MAG11	SRS1992978.sorted.bam	SRS1992995.sorted.bam	0.743342003602845	1724790	40251	10576	0.9938682390319981	0.9766632459603778	0.7013650836250961
MAG11	SRS1992978.sorted.bam	SRS1992998.sorted.bam	0.7642533293760588	1724059	19534	6079	0.9964740185805706	0.9886697613016724	0.7010678312777785
MAG11	SRS1992978.sorted.bam	SRS1992999.sorted.bam	0.7508857897398198	1722301	40500	9838	0.9942878741869162	0.9764849465917979	0.7003529617475673
MAG11	SRS1992978.sorted.bam	SRS1993000.sorted.bam	0.819455866038745	1607309	23697	7952	0.9950526003400715	0.9852567241270969	0.653592849678146
MAG11	SRS1992978.sorted.bam	SRS1993001.sorted.bam	0.5630965183961046	1072096	30633	26363	0.975409851356595	0.9714269990747098	0.43595492824873233
MAG11	SRS1992978.sorted.bam	SRS1993002.sorted.bam	0.8592037043719062	1696004	18369	10955	0.9935406991964641	0.9891692472423415	0.6896596033653357
MAG11	SRS1992978.sorted.bam	SRS1993004.sorted.bam	0.612390249769106	1253503	34984	21133	0.9831408460929092	0.9720910121475577	0.5097219003005055
MAG11	SRS1992978.sorted.bam	SRS1993006.sorted.bam	0.7463573830389886	1708100	42197	24595	0.9856009601311398	0.9752959428604883	0.6945782961056283
MAG11	SRS1992978.sorted.bam	SRS1993062.sorted.bam	0.7924100922586101	1717715	19592	4297	0.9974984208672568	0.9885941497861985	0.6984881200720563
MAG11	SRS1992978.sorted.bam	SRS1993106.sorted.bam	0.7690069066210414	1708840	21795	7995	0.995321387607968	0.9872457339481754	0.6948792081945682
MAG11	SRS1992978.sorted.bam	SRS1993108.sorted.bam	0.8569059411969023	1711340	15986	5324	0.9968889875769864	0.9906587820070821	0.6958958030896352
MAG11	SRS1992978.sorted.bam	SRS1993122.sorted.bam	0.8672973125107787	1552566	16194	15777	0.9898381131623389	0.98956952554674	0.6313322679418834
MAG11	SRS1992978.sorted.bam	SRS1993132.sorted.bam	0.9024893755616903	1688596	14527	4858	0.9971230537085247	0.991396994899905	0.686647229372273
MAG11	SRS1992978.sorted.bam	SRS1993150.sorted.bam	0.9006905873435942	1641513	16486	6166	0.996243709309643	0.98995682641563	0.6675014943944958
MAG11	SRS1992978.sorted.bam	SRS1993166.sorted.bam	0.8968106166223542	1676628	18141	9225	0.9944978850406888	0.9891800685661936	0.6817805862906079
MAG11	SRS1992978.sorted.bam	SRS1993172.sorted.bam	0.8234415962500331	1713339	15751	3259	0.998097866213283	0.9908068397439153	0.6967086723677308
MAG11	SRS1992990.sorted.bam	SRS1992991.sorted.bam	0.7945562397960289	1736692	34068	10063	0.9942056507429067	0.9803833955589132	0.7062048886015314
MAG11	SRS1992990.sorted.bam	SRS1992995.sorted.bam	0.7574610056225035	1767931	43637	11975	0.9932265456061351	0.9753174756254628	0.7189078517723315
MAG11	SRS1992990.sorted.bam	SRS1992998.sorted.bam	0.7781252793962894	1767737	23383	7628	0.9956848784632556	0.9867723535797464	0.7188289640084743
MAG11	SRS1992990.sorted.bam	SRS1992999.sorted.bam	0.7686779224177901	1769076	44114	11600	0.9934429046575727	0.9750638186262207	0.7193734522342723
MAG11	SRS1992990.sorted.bam	SRS1993000.sorted.bam	0.811090091395955	1622140	26940	9945	0.9938692098092643	0.9833923089252469	0.659623697233642
MAG11	SRS1992990.sorted.bam	SRS1993001.sorted.bam	0.563974048983501	1092449	32398	27314	0.9749974598356537	0.9703436956782422	0.4442312306084524
MAG11	SRS1992990.sorted.bam	SRS1993002.sorted.bam	0.8785270816930735	1739786	20801	11980	0.9931140956416479	0.9880439318398929	0.7074630264436664
MAG11	SRS1992990.sorted.bam	SRS1993004.sorted.bam	0.6287407248335156	1295499	37683	22128	0.982919322979022	0.9709123665861571	0.5267990679858002
MAG11	SRS1992990.sorted.bam	SRS1993006.sorted.bam	0.7714678752279112	1764452	45906	26367	0.9850565501356795	0.9739828570003605	0.7174931583163562
MAG11	SRS1992990.sorted.bam	SRS1993062.sorted.bam	0.8123274317958828	1766552	23946	5315	0.9969913141532205	0.9864447805668897	0.7183470980282125
MAG11	SRS1992990.sorted.bam	SRS1993106.sorted.bam	0.7846804922696697	1751300	25832	9521	0.9945634671386969	0.9852498144235711	0.7121450558923873
MAG11	SRS1992990.sorted.bam	SRS1993108.sorted.bam	0.8638315537825569	1743182	21030	7214	0.9958615910444234	0.9879358552348522	0.7088439689491255
MAG11	SRS1992990.sorted.bam	SRS1993122.sorted.bam	0.855351752985348	1563284	16482	15776	0.9899084235493999	0.9894568101509387	0.6356906135760149
MAG11	SRS1992990.sorted.bam	SRS1993132.sorted.bam	0.892375024703149	1705791	18807	7353	0.9956893898490495	0.9889746164682544	0.6936393690605444
MAG11	SRS1992990.sorted.bam	SRS1993150.sorted.bam	0.8859235634961246	1650484	17084	6438	0.9960993260158838	0.9896490968709785	0.6711494435159544
MAG11	SRS1992990.sorted.bam	SRS1993166.sorted.bam	0.8998582655071249	1703918	19335	9807	0.9942444413404871	0.9886526229548604	0.69287773616516
MAG11	SRS1992990.sorted.bam	SRS1993172.sorted.bam	0.8320771877734751	1750430	20319	4760	0.9972806681786761	0.988391995109773	0.711791280868904
MAG11	SRS1992991.sorted.bam	SRS1992995.sorted.bam	0.9209878945480954	2163393	23868	1215	0.9994383822079483	0.9889673304850297	0.8797177119295377
MAG11	SRS1992991.sorted.bam	SRS1992998.sorted.bam	0.9351574516797755	2150961	33748	1738	0.9991919890690719	0.9843102687589408	0.8746623888353482
MAG11	SRS1992991.sorted.bam	SRS1992999.sorted.bam	0.9261799407291437	2153703	24673	1613	0.9992510573649198	0.9885439171510649	0.8757773901162578
MAG11	SRS1992991.sorted.bam	SRS1993000.sorted.bam	0.8269423528608472	1815940	27634	3886	0.997860061455775	0.9847825368679582	0.7384301334992416
MAG11	SRS1992991.sorted.bam	SRS1993001.sorted.bam	0.5875144311555414	1257828	27948	13448	0.9893085541107369	0.9777807458571443	0.5114806094689714
MAG11	SRS1992991.sorted.bam	SRS1993002.sorted.bam	0.8621981704925766	1899347	37877	6983	0.9963234732779213	0.9800578830513855	0.7723465856643854
MAG11	SRS1992991.sorted.bam	SRS1993004.sorted.bam	0.6932546399171065	1530199	28640	4315	0.9971801053327051	0.98128348012252	0.6222369967346972
MAG11	SRS1992991.sorted.bam	SRS1993006.sorted.bam	0.9035341504386792	2115289	26093	2800	0.9986763038052956	0.9876645697112783	0.8601567995966152
MAG11	SRS1992991.sorted.bam	SRS1993062.sorted.bam	0.9398480150050881	2105084	33253	1515	0.9992803137547005	0.984203480716209	0.8560070592349514
MAG11	SRS1992991.sorted.bam	SRS1993106.sorted.bam	0.9235302921113301	2107920	29854	2931	0.998609529773426	0.9858372234240389	0.8571602844839155
MAG11	SRS1992991.sorted.bam	SRS1993108.sorted.bam	0.8779428979852546	1941768	34993	3460	0.9982181187453908	0.981978794583081	0.7895965744818416
MAG11	SRS1992991.sorted.bam	SRS1993122.sorted.bam	0.7503618914387189	1614654	22529	4104	0.9974582789873249	0.9860471655227684	0.6565796054798532
MAG11	SRS1992991.sorted.bam	SRS1993132.sorted.bam	0.8125712683707293	1790030	31103	2599	0.9985480690267761	0.9826243135589906	0.7278941440067664
MAG11	SRS1992991.sorted.bam	SRS1993150.sorted.bam	0.7986691771860851	1726674	28316	2345	0.9986418976598941	0.9836008418497064	0.7021311895380186
MAG11	SRS1992991.sorted.bam	SRS1993166.sorted.bam	0.8252703172630851	1797626	33574	4990	0.9972241166961314	0.9813231450813462	0.7309829659359383
MAG11	SRS1992991.sorted.bam	SRS1993172.sorted.bam	0.8879350186940246	1999365	29953	1035	0.9994823356415662	0.9850187434510457	0.8130177009503129
MAG11	SRS1992995.sorted.bam	SRS1992998.sorted.bam	0.958491057083341	2279746	43395	737	0.9996767183712572	0.9809649846956635	0.9270312582598336
MAG11	SRS1992995.sorted.bam	SRS1992999.sorted.bam	0.9642732692303411	2295921	13644	730	0.9996820448090331	0.9940572868143112	0.9336086272309175
MAG11	SRS1992995.sorted.bam	SRS1993000.sorted.bam	0.7862851996496436	1845878	32199	2941	0.9984067202707871	0.9825562686158024	0.7506040606866489
MAG11	SRS1992995.sorted.bam	SRS1993001.sorted.bam	0.5665774689101581	1293215	25783	10970	0.9915172651105965	0.9800628665767099	0.525870306889667
MAG11	SRS1992995.sorted.bam	SRS1993002.sorted.bam	0.8305090259015995	1941239	47899	7173	0.9963049372076287	0.9753255523920548	0.7893814630020454
